,index,Sample ID ,Sampling date,Sampling grid,US state,Latitude,Longitude,Elevation (m),Moisture,Open water (%),Developed open space (< 20% Impervious Cover) (%),Developed open space (> 20% Impervious Cover) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%),Number of Listeria isolates obtained,"Number of Listeria isolates selected for WGS (i.e., number of isolates with unique sigB)",If selected for soil property analysis: Yes(Y)/No(N),date_ymd,temp_mean,temp_min,temp_max,rh_mean,rh_min,rh_max,ppt_sum_mm,ppt_hours_gt0,wind_mean,wind_min,wind_max
545,545,CA-AN-3,43347,31,CA,34.290525,-118.185947,781.23,0.004916421,0.379408685,4.823820486,4.967987392,0.235871328,1.927051965,87.04428463,0.487481402,0.0,0.0,0.134094109,0,0,N,2018-09-04,21.616666666666664,16.8,28.3,64.75,40.0,88.0,0.0,0.0,4.55,0.8,9.8
546,546,CA-AN-4,43347,31,CA,34.297802,-118.176977,859.01,0.009737098,0.350545958,4.069144194,2.227676558,0.249011402,2.091947513,90.28100318,0.49865215,0.0,0.0,0.232019048,0,0,N,2018-09-04,21.841666666666665,17.0,28.5,64.79166666666667,40.0,88.0,0.0,0.0,4.55,0.8,9.8
547,547,CA-AN-5,43347,31,CA,34.299945,-118.159209,1012.68,0.008806262,0.0805932,3.433396227,1.064711722,0.254372286,2.545611763,92.15769403,0.399607948,0.0,0.0,0.064012828,0,0,Y,2018-09-04,22.25833333333333,16.7,28.6,53.416666666666664,33.0,74.0,0.0,0.0,4.008333333333333,0.7,8.7
548,548,CA-SR-1,43348,31,CA,33.563076,-116.514253,1482.17,0.073022312,0.001888935,2.267351441,0.492592227,0.504975244,16.78591442,77.85223912,1.9921966,0.008185384,0.0,0.094656623,0,0,N,2018-09-05,22.179166666666664,15.6,28.8,30.458333333333332,16.0,69.0,0.0,0.0,6.575,0.0,13.1
549,549,CA-SR-2,43348,31,CA,33.561209,-116.515954,1546.48,0.009596929,0.001890288,2.34500691,0.453459016,0.500926241,16.67716827,77.74564289,2.147996925,0.032134891,0.0,0.095774577,0,0,Y,2018-09-05,22.179166666666664,15.6,28.8,30.458333333333332,16.0,69.0,0.0,0.0,6.575,0.0,13.1
550,550,CA-SR-3,43348,31,CA,33.558163,-116.515415,1573.25,0.016472868,0.001888313,2.289264313,0.395706397,0.49704584,16.98054618,77.49928664,2.194638871,0.046368565,0.0,0.09525488,0,0,N,2018-09-05,21.462500000000002,14.9,28.1,30.333333333333332,16.0,69.0,0.0,0.0,6.575,0.0,13.1
551,551,CA-SR-4,43348,31,CA,33.553944,-116.513862,1621.43,0.052208835,0.001888752,2.102181509,0.438400437,0.478693823,16.93581389,77.57861932,2.294414539,0.058551327,0.0,0.111436396,0,0,N,2018-09-05,21.216666666666665,14.7,27.8,30.25,16.0,69.0,0.0,0.0,6.575,0.0,13.1
552,552,CA-SR-5,43348,31,CA,33.550368,-116.510137,1595.1,0.005964215,0.001888947,2.095261682,0.368344611,0.475175042,17.74476552,76.92777507,2.224759474,0.053100391,0.0,0.108929261,0,0,N,2018-09-05,21.316666666666666,14.8,27.9,30.333333333333332,16.0,69.0,0.0,0.0,6.575,0.0,13.1
553,553,NM-CNF-1,43348,24,NM,36.357089,-106.527025,2044.54,0.020366599,0.821444012,0.492152838,0.188885951,0.411351626,19.13288756,75.47462842,2.662452411,0.00062962,0.001469113,0.814098447,0,0,N,2018-09-05,16.14166666666667,11.7,23.1,60.041666666666664,29.0,84.0,0.7000000000000001,4.0,7.125,1.8,14.8
554,554,NM-CNF-3,43348,24,NM,36.358541,-106.524843,2014.01,0.019348269,0.759939977,0.524885358,0.230437474,0.374828169,19.51540972,75.04265612,2.695153048,0.001888832,0.002308572,0.852492733,0,0,Y,2018-09-05,16.925,11.1,24.0,61.5,27.0,94.0,0.1,1.0,5.1875,1.0,16.8
555,555,NM-CNF-5,43348,24,NM,36.36072,-106.52291,2016.21,0.016145308,0.584495854,0.536644847,0.248069695,0.378400727,20.01032574,74.52899288,2.690150038,0.001888856,0.005666567,1.01536479,0,0,N,2018-09-05,16.925,11.1,24.0,61.5,27.0,94.0,0.1,1.0,5.1875,1.0,16.8
556,556,UT-CG-1,43351,11,UT,40.6336758,-110.936485,2827.57,0.256916996,1.130501937,1.732582883,0.082473967,5.636140806,80.56132663,8.757140399,1.091888171,0.0,0.0,1.007945202,0,0,N,2018-09-08,12.345833333333333,5.5,18.8,45.666666666666664,25.0,62.0,0.1,1.0,8.4625,0.8,18.1
557,557,UT-CG-2,43351,11,UT,40.6346676,-110.9402998,2808.52,0.167286245,1.051460712,1.780977166,0.059393889,5.813255541,81.32744291,7.972632639,1.103089322,0.0,0.0,0.891747817,0,0,Y,2018-09-08,12.5,5.7,19.0,45.708333333333336,25.0,63.0,0.1,1.0,8.4625,0.8,18.1
558,558,UT-CG-3,43351,11,UT,40.6352711,-110.9454909,2775.8,0.099787686,1.019546915,1.826408281,0.058367801,5.982279704,81.46108463,7.664868043,1.126414579,0.0,0.0,0.861030045,0,0,Y,2018-09-08,12.745833333333332,5.9,19.2,45.875,25.0,63.0,0.1,1.0,8.4625,0.8,18.1
559,559,UT-CG-4,43351,11,UT,40.633848,-110.9499303,2723.28,0.102062975,1.00976392,1.816987373,0.059817651,6.010729398,81.41685976,7.717106589,1.10673148,0.0,0.0,0.862003828,0,0,Y,2018-09-08,13.0,6.2,19.5,45.875,25.0,63.0,0.1,1.0,8.4625,0.8,18.1
560,560,UT-CG-5,43351,11,UT,40.6292087,-110.9553209,2697.91,0.096280088,0.856399804,1.828245661,0.073675571,5.62159303,81.45327688,8.236970864,1.02159261,0.0,0.0,0.908245577,0,0,N,2018-09-08,12.612499999999999,5.8,19.1,45.791666666666664,25.0,63.0,0.1,1.0,8.4625,0.8,18.1
561,561,CO-SP-1,43352,12,CO,40.97667,-105.09361,1998.95,0.054726368,0.000209964,0.490056102,0.087135082,0.041572883,0.569842443,19.94868479,78.70649545,0.0,0.0,0.156003292,0,0,N,2018-09-09,20.104166666666668,11.9,27.8,30.458333333333332,11.0,59.0,0.0,0.0,15.608333333333334,5.7,29.7
562,562,CO-SP-2,43352,12,CO,40.97889,-105.09111,2008.46,0.028056112,0.000209873,0.434857433,0.060443504,0.030431625,0.456894127,20.07794694,78.78621888,0.0,0.0,0.15299762,0,0,N,2018-09-09,20.104166666666668,11.9,27.8,30.458333333333332,11.0,59.0,0.0,0.0,15.608333333333334,5.7,29.7
563,563,CO-SP-3,43352,12,CO,40.97722,-105.08722,1994.53,0.032258065,0.000209927,0.443365886,0.063817817,0.03253869,0.296207038,18.43537186,80.57755124,0.0,0.0,0.150937534,0,0,N,2018-09-09,20.104166666666668,11.9,27.8,30.458333333333332,11.0,59.0,0.0,0.0,15.608333333333334,5.7,29.7
564,564,CO-SP-4,43352,12,CO,40.97611,-105.08694,1984.1,0.061412487,0.000209884,0.448522729,0.071570543,0.033161718,0.290689743,17.94342779,81.06193056,0.0,0.0,0.150487036,0,0,N,2018-09-09,20.104166666666668,11.9,27.8,30.458333333333332,11.0,59.0,0.0,0.0,15.608333333333334,5.7,29.7
565,565,CO-SP-5,43352,12,CO,40.97861,-105.08306,2011.21,0.032321254,0.0002099,0.402168688,0.031904823,0.030435522,0.145670704,17.78504965,81.4536425,0.0,0.0,0.150918208,0,0,Y,2018-09-09,20.104166666666668,11.9,27.8,30.458333333333332,11.0,59.0,0.0,0.0,15.608333333333334,5.7,29.7
566,566,NM-SFNF-1,43355,24,NM,35.725814,-105.886965,2292.05,0.05015674,0.060684071,4.858295345,3.325655083,0.000629938,71.61182352,19.28913545,0.825219376,0.020787969,0.004829528,0.002939713,0,0,N,2018-09-12,20.495833333333334,13.3,25.8,27.708333333333332,15.0,58.0,0.0,0.0,10.012500000000001,4.5,19.9
567,567,NM-SFNF-2,43355,24,NM,35.728238,-105.861606,2427.22,0.043568465,0.061087227,3.050162899,1.843112888,0.001469452,82.91782823,11.3886743,0.713314077,0.015954052,0.0048282,0.00356867,0,0,N,2018-09-12,19.625,12.4,24.9,27.458333333333332,15.0,57.0,0.0,0.0,10.012500000000001,4.5,19.9
568,568,NM-SFNF-3,43355,24,NM,35.738478,-105.851292,2750.17,0.101973684,0.046172703,2.017747108,0.982429188,0.018049329,85.93348612,9.719353918,1.257996273,0.015320942,0.004827146,0.00461727,0,0,N,2018-09-12,14.954166666666666,7.6,20.9,41.875,22.0,73.0,0.0,0.0,8.645833333333334,0.8,17.4
569,569,NM-SFNF-4,43355,24,NM,35.730254,-105.858152,2605.77,0.023833168,0.06188716,2.647931291,1.58640916,0.002517444,84.12856585,10.75431007,0.794043728,0.015943811,0.004825101,0.003566379,0,0,Y,2018-09-12,18.395833333333332,11.2,23.7,27.083333333333332,14.0,57.0,0.0,0.0,10.012500000000001,4.5,19.9
570,570,NM-SFNF-5,43355,24,NM,35.732349,-105.852148,2631.31,0.03822314,0.046384915,2.294269259,1.214613137,0.007136141,85.90759117,9.595170932,0.911537041,0.015951373,0.004827389,0.002518638,0,0,Y,2018-09-12,18.2375,11.1,23.5,27.041666666666668,14.0,57.0,0.0,0.0,10.012500000000001,4.5,19.9
571,571,IL-KS-1,43331,16,IL,40.1372647,-87.74176,184.14,0.238678091,4.091096195,6.492620066,7.644973496,0.06699485,29.03250195,0.04641336,2.040507733,5.495047841,44.07904132,1.010803182,4,2,Y,2018-08-19,23.71666666666667,18.9,28.0,78.875,58.0,98.0,0.5,4.0,6.495833333333333,1.5,13.6
572,572,IL-KS-2,43331,16,IL,40.1407016,-87.739745,185.94,0.210340776,4.58704043,6.44977133,7.772677568,0.066323714,29.46871766,0.046384623,1.883089762,5.536141177,43.13308189,1.05677184,6,3,Y,2018-08-19,23.71666666666667,18.9,28.0,78.875,58.0,98.0,0.5,4.0,6.495833333333333,1.5,13.6
573,573,IL-KS-3,43331,16,IL,40.1481572,-87.736245,173.8,0.32457293,4.593614345,5.962479077,7.911819742,0.060483744,30.59805402,0.046622886,1.615630007,5.958698843,42.16451998,1.088077352,0,0,Y,2018-08-19,23.6875,18.8,28.0,79.33333333333333,58.0,98.0,0.30000000000000004,3.0,6.5,1.0,13.4
574,574,IL-KS-4,43331,16,IL,40.1429141,-87.733916,185.59,0.19109027,4.768550777,6.43075412,8.493187485,0.070097969,30.02984411,0.069888095,1.855077695,5.749292724,41.43104794,1.102259085,8,1,Y,2018-08-19,23.6875,18.8,28.0,79.33333333333333,58.0,98.0,0.30000000000000004,3.0,6.5,1.0,13.4
575,575,IL-KS-5,43331,16,IL,40.1462465,-87.7318017,174.12,0.221064815,4.408272781,6.318167408,8.539834435,0.070332494,30.58560724,0.046398451,1.624365695,6.234188311,41.11784577,1.054987414,6,2,Y,2018-08-19,23.6875,18.8,28.0,79.33333333333333,58.0,98.0,0.30000000000000004,3.0,6.5,1.0,13.4
576,576,SD-LH-1,43334,14,SD,43.9925354,-97.1611705,510.41,0.256379101,8.168533454,5.355025426,3.128521869,0.080589817,1.198143916,0.003777648,9.410330187,6.141195877,63.10833244,3.405549364,6,1,Y,2018-08-22,17.59583333333333,12.7,22.5,65.04166666666667,45.0,84.0,0.0,0.0,11.391666666666666,7.9,15.5
577,577,SD-LH-2,43334,14,SD,43.9964733,-97.1690307,508.66,0.366350068,11.12944051,4.780404058,2.835249525,0.077655069,0.913811269,0.0029383,9.084173897,5.235210907,63.02737236,2.913744108,2,1,Y,2018-08-22,17.59583333333333,12.7,22.5,65.04166666666667,45.0,84.0,0.0,0.0,11.391666666666666,7.9,15.5
578,578,SD-LH-3,43334,14,SD,43.9871796,-97.1707745,517.28,0.418508287,10.36124147,5.24169514,2.525668041,0.076395477,0.998807895,0.004407431,10.23048767,5.341177162,62.67766146,2.542458255,4,3,Y,2018-08-22,17.433333333333334,12.2,22.5,63.791666666666664,44.0,83.0,0.0,0.0,11.479166666666666,7.7,16.3
579,579,SD-LH-4,43334,14,SD,43.9837251,-97.171501,514.2,0.329442283,10.11776762,5.060773806,2.39378234,0.081059741,0.937647,0.004409986,10.45880653,5.256703179,63.26796754,2.421082253,6,2,Y,2018-08-22,17.433333333333334,12.2,22.5,63.791666666666664,44.0,83.0,0.0,0.0,11.479166666666666,7.7,16.3
580,580,SD-LH-5,43334,14,SD,43.9860997,-97.1655616,509.74,0.259975816,9.758877814,5.407090495,2.716245833,0.075783658,1.155858224,0.004408468,9.842428772,5.570203797,62.86495814,2.604144799,0,0,Y,2018-08-22,17.59583333333333,12.7,22.5,65.04166666666667,45.0,84.0,0.0,0.0,11.391666666666666,7.9,15.5
581,581,SD-SS-1,43333,14,MN,44.4507502,-96.4044174,537.86,0.326898327,3.776345007,3.625442319,0.352595988,0.03064227,0.922626168,0.006086478,17.59537931,5.53302859,60.36800107,7.789852791,8,3,Y,2018-08-21,16.675,13.4,20.6,65.375,42.0,80.0,0.1,1.0,14.045833333333333,4.8,20.6
582,582,SD-SS-2,43333,14,MN,44.4448909,-96.4017949,539.2,0.383311604,3.659266257,3.725817457,0.276911772,0.030651341,0.937385189,0.010077153,17.32913452,5.688552984,61.07762557,7.264577757,8,7,Y,2018-08-21,16.675,13.4,20.6,65.375,42.0,80.0,0.1,1.0,14.045833333333333,4.8,20.6
583,583,SD-SS-3,43333,14,MN,44.4448523,-96.3944956,538.43,0.474926254,3.794245559,3.76171206,0.272651711,0.031484031,0.856995332,0.006926487,15.77203043,6.023105081,62.80959297,6.671256339,6,1,Y,2018-08-21,16.675,13.4,20.6,65.375,42.0,80.0,0.1,1.0,14.045833333333333,4.8,20.6
584,584,SD-SS-4,43333,14,MN,44.4447755,-96.3900237,538.51,0.466954023,3.795329665,3.745587192,0.293627507,0.031482578,0.827362138,0.006926167,14.95359468,5.979590894,64.13987499,6.226624186,6,1,Y,2018-08-21,16.675,13.4,20.6,65.375,42.0,80.0,0.1,1.0,14.045833333333333,4.8,20.6
585,585,SD-SS-5,43333,14,MN,44.4459551,-96.3847344,540.84,0.393646409,3.763220808,3.780852051,0.291335294,0.031694257,0.934665752,0.009025517,14.34301582,6.181429684,64.96378249,5.700978324,6,1,Y,2018-08-21,16.675,13.4,20.6,65.375,42.0,80.0,0.1,1.0,14.045833333333333,4.8,20.6
586,586,GA-SC-1,43337,38,GA,33.7458,-84.636838,299.22,0.505124451,1.512870738,16.0652764,28.76343917,0.414013474,46.16502174,0.400786878,1.421124345,3.27263795,0.0,1.984829303,0,0,N,2018-08-25,22.52916666666667,17.6,27.5,76.08333333333333,62.0,87.0,1.3,2.0,8.491666666666667,4.7,12.9
587,587,GA-SC-2,43337,38,GA,33.749008,-84.636453,307.24,0.508172363,2.000776145,16.05802209,29.20612945,0.414293656,45.34029766,0.417649959,1.426638558,3.150729471,0.0,1.985463012,0,0,Y,2018-08-25,22.52916666666667,17.6,27.5,76.08333333333333,62.0,87.0,1.3,2.0,8.491666666666667,4.7,12.9
588,588,GA-SC-3,43337,38,GA,33.752997,-84.631173,293.28,0.250883392,3.009721779,16.33351243,29.48121128,0.412000269,44.01287842,0.404444482,1.425944893,2.923669762,0.0,1.996616687,0,0,Y,2018-08-25,22.52916666666667,17.6,27.5,76.08333333333333,62.0,87.0,1.3,2.0,8.491666666666667,4.7,12.9
589,589,GA-SC-4,43337,38,GA,33.751063,-84.633392,299.47,0.313676286,2.646940905,15.98659947,29.36719011,0.411839655,44.77402346,0.4026037,1.43535146,2.977336224,0.0,1.998115025,8,1,Y,2018-08-25,22.52916666666667,17.6,27.5,76.08333333333333,62.0,87.0,1.3,2.0,8.491666666666667,4.7,12.9
590,590,GA-SC-5,43337,38,GA,33.75331,-84.635799,288.3,0.472834068,3.262475963,16.50992115,29.5077631,0.411876832,43.34804222,0.43035041,1.426874019,3.078789813,0.0,2.02390649,6,1,Y,2018-08-25,22.52916666666667,17.6,27.5,76.08333333333333,62.0,87.0,1.3,2.0,8.491666666666667,4.7,12.9
591,591,WA-SB-1,43340,2,WA,47.034006,-117.29502,1000.81,0.144284129,0.009864872,3.371687397,0.512343684,0.000419782,1.784492421,3.62691473,0.855725194,4.307800805,85.48310588,0.047645234,0,0,N,2018-08-28,13.9125,7.0,20.5,57.666666666666664,30.0,93.0,0.0,0.0,9.575,5.8,13.4
592,592,WA-SB-2,43340,2,WA,47.030315,-117.29778,1036.69,0.141097424,0.010488821,3.300202644,0.536398307,0.000419553,1.463400308,3.078049415,1.806174979,5.669837088,84.08216523,0.052863658,0,0,Y,2018-08-28,13.7125,6.8,20.3,57.625,30.0,93.0,0.0,0.0,9.575,5.8,13.4
593,593,WA-SB-3,43340,2,WA,47.031071,-117.30293,934.38,0.130434783,0.009444773,3.315115415,0.556192203,0.000419768,1.350602577,3.604545245,0.887808687,5.692259903,84.5307207,0.05289073,0,0,N,2018-08-28,14.387500000000001,7.5,21.0,57.791666666666664,31.0,93.0,0.0,0.0,9.575,5.8,13.4
594,594,WA-SB-4,43340,2,WA,47.035698,-117.30093,918.69,0.158314351,0.008395354,3.237038623,0.620206778,0.000419768,1.397196791,3.181209519,0.624194571,4.350052681,86.5334324,0.047853518,6,1,Y,2018-08-28,14.5875,7.7,21.2,57.791666666666664,31.0,93.0,0.0,0.0,9.575,5.8,13.4
595,595,WA-SB-5,43340,2,WA,47.038199,-117.29714,891.67,0.184597961,0.00755455,3.108907234,0.571627628,0.000419697,1.33358795,2.608837984,0.53490412,3.417594547,88.3687208,0.047845484,0,0,Y,2018-08-28,14.7125,7.8,21.3,57.791666666666664,31.0,93.0,0.0,0.0,9.575,5.8,13.4
596,596,IL-LW-1,43346,16,IL,40.2064904,-88.3843338,210.29,0.210843373,1.031157192,7.996767795,7.921629535,0.053730153,6.26187153,0.013852305,0.128238763,3.606006863,69.64959965,3.337146215,0,0,Y,2018-09-03,26.40416666666667,23.2,29.9,74.04166666666667,64.0,89.0,3.2,3.0,10.816666666666668,7.6,14.1
597,597,IL-LW-2,43346,16,IL,40.2082557,-88.3797935,214.2,0.21563981,1.194196499,8.144042345,8.300400234,0.053518472,6.0952293,0.015950603,0.134320872,3.624564769,69.73834714,2.699429766,6,1,Y,2018-09-03,26.40416666666667,23.2,29.9,74.04166666666667,64.0,89.0,3.2,3.0,10.816666666666668,7.6,14.1
598,598,IL-LW-3,43346,16,IL,40.2099663,-88.375619,215.65,0.279448622,1.11421022,8.095810746,8.435803316,0.043023751,6.503722079,0.015950269,0.140404339,3.654500389,69.65860129,2.337973602,4,1,Y,2018-09-03,26.40416666666667,23.2,29.9,74.04166666666667,64.0,89.0,3.2,3.0,10.816666666666668,7.6,14.1
599,599,IL-LW-4,43346,16,IL,40.2116662,-88.37309,218.11,0.274459975,1.098905711,7.923368271,8.948621909,0.042386663,6.132846516,0.015947457,0.143107446,3.732334519,69.56679572,2.395685793,6,2,Y,2018-09-03,26.537499999999998,23.2,30.3,73.75,62.0,89.0,2.5,3.0,11.108333333333334,8.3,14.3
600,600,IL-LW-5,43346,16,IL,40.2115704,-88.370539,220.21,0.29375,1.042259138,7.806029824,9.396283043,0.0379881,5.886266567,0.013852014,0.141458449,3.772784989,69.74468219,2.158395685,0,0,Y,2018-09-03,26.537499999999998,23.2,30.3,73.75,62.0,89.0,2.5,3.0,11.108333333333334,8.3,14.3
601,601,MI-MS-1,43346,17,MI,42.4308312,-83.54423,294.22,0.209467456,1.366913269,21.17403851,32.65459888,0.783881631,16.07303636,0.039456425,0.409675219,8.464872239,7.358833097,11.67469437,6,1,Y,2018-09-03,24.979166666666668,21.9,28.9,83.66666666666667,70.0,98.0,19.0,10.0,9.520833333333334,1.1,14.8
602,602,MI-MS-2,43346,17,MI,42.4277219,-83.541114,292.42,0.21945433,1.271237132,21.13544542,33.49249158,0.67056342,16.72966535,0.039457253,0.406115874,8.252022709,6.850660594,11.15234068,8,2,Y,2018-09-03,24.979166666666668,21.9,28.9,83.66666666666667,70.0,98.0,19.0,10.0,9.520833333333334,1.1,14.8
603,603,MI-MS-3,43346,17,MI,42.4260792,-83.5368627,293.63,0.162011173,1.250870992,21.20184357,34.68144765,0.624805863,16.32407633,0.039457004,0.398557721,8.23035335,6.273034076,10.97555345,6,1,Y,2018-09-03,24.979166666666668,21.9,28.9,83.66666666666667,70.0,98.0,19.0,10.0,9.520833333333334,1.1,14.8
604,604,MI-MS-4,43346,17,MI,42.433791,-83.5321963,296.13,0.272058824,1.523915462,21.16292736,36.11895817,0.719457678,14.47457343,0.039246962,0.408000504,8.199257036,6.56599576,10.78766764,6,1,Y,2018-09-03,24.979166666666668,21.9,28.9,83.66666666666667,70.0,98.0,19.0,10.0,9.520833333333334,1.1,14.8
605,605,MI-MS-5,43346,17,MI,42.4281525,-83.531112,287.88,0.179372197,1.305685821,20.95415825,36.08290055,0.617996633,16.54736365,0.039254542,0.403041282,7.53603231,5.618647377,10.89491958,8,1,Y,2018-09-03,24.979166666666668,21.9,28.9,83.66666666666667,70.0,98.0,19.0,10.0,9.520833333333334,1.1,14.8
606,606,NY-CB-1,43352,18,NY,43.283474,-76.923134,78.73,0.401106501,53.87448373,2.762794038,0.549493236,0.10057595,19.86784446,0.461305556,0.194222867,4.081199856,12.22722186,5.880858444,0,0,N,2018-09-09,14.324999999999998,12.1,16.4,67.5,57.0,77.0,0.0,0.0,14.395833333333334,11.9,16.3
607,607,NY-CB-2,43352,18,NY,43.283034,-76.919118,82.77,0.255583127,51.68846436,2.830481789,0.501941849,0.158496904,21.50561562,0.316154088,0.208670096,4.275847591,12.54434764,5.969980057,0,0,Y,2018-09-09,14.324999999999998,12.1,16.4,67.5,57.0,77.0,0.0,0.0,14.395833333333334,11.9,16.3
608,608,NY-CB-3,43352,18,NY,43.290695,-76.905758,76.05,0.463726885,56.20316525,3.020710084,0.613624349,0.293490757,17.60776712,0.370692042,0.248596531,3.492519028,11.23320662,6.916228214,0,0,Y,2018-09-09,14.324999999999998,12.1,16.4,67.5,57.0,77.0,0.0,0.0,14.395833333333334,11.9,16.3
609,609,NY-CB-4,43352,18,NY,43.288986,-76.908116,118.3,0.206621005,54.73315285,2.744653613,0.479548364,0.438414237,19.09798737,0.307876346,0.236521228,3.572372977,11.64200718,6.747465844,0,0,N,2018-09-09,14.324999999999998,12.1,16.4,67.5,57.0,77.0,0.0,0.0,14.395833333333334,11.9,16.3
610,610,NY-CB-5,43352,18,NY,43.284536,-76.909214,118.27,0.243697479,49.93451871,2.941620914,0.493418291,0.279974479,21.63568898,0.319641028,0.211554929,4.18450612,12.45886432,7.540212227,6,2,Y,2018-09-09,14.324999999999998,12.1,16.4,67.5,57.0,77.0,0.0,0.0,14.395833333333334,11.9,16.3
611,611,ND-KS-1,43350,6,ND,47.9479395,-97.3043877,259.2,0.585735964,1.525714693,4.651436103,2.5853204,0.02959089,0.958451032,0.002308509,0.02581333,35.68808264,47.14836159,7.384920818,6,2,Y,2018-09-07,17.166666666666668,12.9,23.2,66.91666666666667,37.0,87.0,0.1,1.0,13.925000000000002,9.0,18.3
612,612,ND-KS-2,43350,6,ND,47.965549,-97.302968,257.66,0.304668305,1.731161965,4.510508078,2.410991451,0.044706292,0.828430683,0.004197774,0.049323844,36.93957095,45.19533291,8.285776053,6,2,Y,2018-09-07,17.166666666666668,12.9,23.2,66.91666666666667,37.0,87.0,0.1,1.0,13.925000000000002,9.0,18.3
613,613,ND-KS-3,43350,6,ND,47.957088,-97.300913,261.44,0.383289125,1.684460012,4.26243262,2.485475177,0.047612056,0.849885689,0.002307192,0.038383288,36.67890178,44.72282233,9.227719865,6,3,Y,2018-09-07,17.166666666666668,12.9,23.2,66.91666666666667,37.0,87.0,0.1,1.0,13.925000000000002,9.0,18.3
614,614,ND-KS-4,43350,6,ND,47.9620441,-97.3027543,258.6,0.41127923,1.678397742,4.471597638,2.487883955,0.045566409,0.854212688,0.002519801,0.043886542,37.10974575,43.9911135,9.315075972,6,4,Y,2018-09-07,17.166666666666668,12.9,23.2,66.91666666666667,37.0,87.0,0.1,1.0,13.925000000000002,9.0,18.3
615,615,ND-KS-5,43350,6,ND,47.9657351,-97.3045973,255.07,0.578783151,1.654434527,4.530543972,2.409560168,0.043024112,0.834248033,0.004197474,0.048900577,36.75917201,45.4070186,8.308900535,0,0,Y,2018-09-07,17.166666666666668,12.9,23.2,66.91666666666667,37.0,87.0,0.1,1.0,13.925000000000002,9.0,18.3
616,616,CA-WM-1,43354,22,CA,37.384867,-118.175881,3060.79,0.091991342,0.00020992,1.010137057,0.171295062,1.398069992,27.29112393,67.81311205,2.281205195,0.0,0.0,0.03484679,0,0,N,2018-09-11,15.370833333333332,11.6,19.5,14.416666666666666,9.0,24.0,0.0,0.0,7.720833333333334,2.9,12.1
617,617,CA-WM-2,43354,22,CA,37.384472,-118.171941,3120.59,0.044354839,0.000209878,0.857560214,0.165383614,1.276895825,27.23016026,67.96720871,2.4677418,0.0,0.0,0.034839695,0,0,N,2018-09-11,15.029166666666669,11.2,19.1,14.333333333333334,9.0,24.0,0.0,0.0,7.720833333333334,2.9,12.1
618,618,CA-WM-3,43354,22,CA,37.379008,-118.171706,3096.51,0.130625686,0.00020988,0.85589197,0.163077013,1.064722895,27.48005087,68.20900722,2.192200008,0.0,0.0,0.034840134,0,0,N,2018-09-11,15.129166666666668,11.3,19.2,14.333333333333334,9.0,24.0,0.0,0.0,7.720833333333334,2.9,12.1
619,619,CA-WM-4,43354,22,CA,37.378286,-118.163602,3001.46,0.066321244,0.000209916,0.768292606,0.162474994,0.977578871,26.7038358,69.45847966,1.894282098,0.0,0.0,0.034846058,0,0,Y,2018-09-11,15.770833333333334,12.0,19.9,14.5,9.0,24.0,0.0,0.0,7.720833333333334,2.9,12.1
620,620,CA-WM-5,43354,22,CA,37.38462,-118.164183,2932.79,0.018181818,0.000210015,0.735053218,0.154361176,1.0704475,27.04617814,69.08240157,1.876485858,0.0,0.0,0.034862524,0,0,N,2018-09-11,16.170833333333334,12.4,20.3,14.625,9.0,24.0,0.0,0.0,7.720833333333334,2.9,12.1
621,621,NV-LM-1,43352,23,NV,35.710048,-114.721725,285.76,0.009737098,3.687527677,0.587653813,0.322789845,4.502267714,0.000419753,75.93389734,14.8647032,0.0,0.0,0.100740654,0,0,Y,2018-09-09,35.729166666666664,28.7,42.1,15.625,8.0,26.0,0.0,0.0,12.233333333333334,4.0,22.2
622,622,NV-LM-2,43352,23,NV,35.710156,-114.728973,326.59,0.014028056,3.490185297,0.478300198,0.327821373,4.931801821,0.000419746,77.04284974,13.63270994,0.0,0.0,0.095911887,0,0,Y,2018-09-09,35.57083333333333,28.5,41.9,15.583333333333334,8.0,26.0,0.0,0.0,12.233333333333334,4.0,22.2
623,623,NV-LM-3,43352,23,NV,35.709173,-114.73877,378.84,0.031729785,3.212468527,0.433634953,0.349217882,4.474734727,0.000419985,78.94403064,12.49750634,0.0,0.0,0.087986947,0,0,N,2018-09-09,35.229166666666664,28.2,41.6,15.5,8.0,26.0,0.0,0.0,12.233333333333334,4.0,22.2
624,624,NV-LM-4,43352,23,NV,35.711453,-114.750861,444.93,0.020222447,2.649720988,0.336409215,0.35823489,2.419502081,0.000209862,83.0859407,11.08429538,0.0,0.0,0.06568689,0,0,N,2018-09-09,34.67083333333333,27.6,41.0,15.333333333333334,8.0,26.0,0.0,0.0,12.233333333333334,4.0,22.2
625,625,NV-LM-5,43352,23,NV,35.711841,-114.762468,491.62,0.013972056,2.025365845,0.418498691,0.406751359,1.91963986,0.000209774,86.01606028,9.16354803,0.0,0.0,0.04992616,0,0,Y,2018-09-09,34.42916666666667,27.4,40.8,15.333333333333334,8.0,26.0,0.0,0.0,12.233333333333334,4.0,22.2
