Sample ID ,Sampling date,Sampling grid,US state,Latitude,Longitude,Elevation (m),Moisture,Total nitrogen (%),Total carbon (%),pH,Organic matter (%),Aluminum (mg/Kg),Calcium (mg/Kg),Copper (mg/Kg),Iron (mg/Kg),Potassium (mg/Kg),Magnesium (mg/Kg),Manganese (mg/Kg),Molybdenum (mg/Kg),Sodium (mg/Kg),Phosphorus (mg/Kg),Sulfur (mg/Kg),Zinc (mg/Kg),Precipitation (mm),Max temperature (℃ ),Min temperature (℃ ),Wind speed (m/s),Open water (%),Developed open space (< 20% Impervious Cover) (%),Developed open space (> 20% Impervious Cover) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%),Number of Listeria isolates obtained,Listeria species detected,"Number of Listeria isolates selected for WGS (i.e., number of isolates with unique sigB)",If selected for soil property analysis: Yes(Y)/No(N)
SD-SS-2,43333,14,MN,44.4448909,-96.4017949,539.2,0.383311604,0.346364,4.362967,7.311,6.989730942,3.428961127,5615.502043,0.068132422,0.586402316,269.4943197,592.3303006,5.95597876,0.046163192,34.08312831,7.205907441,9.756887293,0.458387521,5.774999619,-5.551612377,-16.44774246,3.821886778,3.659266257,3.725817457,0.276911772,0.030651341,0.937385189,0.010077153,17.32913452,5.688552984,61.07762557,7.264577757,8,"booriae, innocua, seeligeri, welshimeri",7,Y
SD-SS-3,43333,14,MN,44.4448523,-96.3944956,538.43,0.474926254,0.269132,3.598435,7.335,6.111320865,4.064348824,5119.550991,0.090216159,1.444923952,271.9060936,993.0353052,8.141585671,0.039791301,35.70177693,6.871457876,14.37859963,0.347375424,5.774999619,-5.551612377,-16.44774246,3.821886778,3.794245559,3.76171206,0.272651711,0.031484031,0.856995332,0.006926487,15.77203043,6.023105081,62.80959297,6.671256339,6,seeligeri,1,Y
SD-SS-4,43333,14,MN,44.4447755,-96.3900237,538.51,0.466954023,0.352742,5.091976,7.171,7.676091371,3.40940284,5450.627817,0.075067571,1.08646455,307.7514328,1039.652278,8.559424498,0.04248791,36.74360299,9.854633995,12.28916602,0.403089348,5.774999619,-5.551612377,-16.44774246,3.821886778,3.795329665,3.745587192,0.293627507,0.031482578,0.827362138,0.006926167,14.95359468,5.979590894,64.13987499,6.226624186,6,seeligeri,1,Y
SD-SS-5,43333,14,MN,44.4459551,-96.3847344,540.84,0.393646409,0.273107,4.097,7.643,7.547777778,4.282299013,5437.311102,0.088449526,0.699843844,318.4609107,639.0670965,10.12622406,0.047828934,33.90731412,24.82784102,10.90390893,1.143315535,5.774999619,-5.551612377,-16.44774246,3.821886778,3.763220808,3.780852051,0.291335294,0.031694257,0.934665752,0.009025517,14.34301582,6.181429684,64.96378249,5.700978324,6,seeligeri,1,Y
GA-SC-1,43337,38,GA,33.7458,-84.636838,299.22,0.505124451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145.6250153,10.74967766,0.003870995,3.29307723,1.512870738,16.0652764,28.76343917,0.414013474,46.16502174,0.400786878,1.421124345,3.27263795,0,1.984829303,0,-,0,N
GA-SC-2,43337,38,GA,33.749008,-84.636453,307.24,0.508172363,0.444287,9.912271,4.227,13.07680813,113.6134502,162.2114436,0.18853966,23.9778778,99.32130719,70.91614683,33.11074157,0.050011387,54.8331385,6.227038744,21.55641143,3.97208087,145.6250153,10.74967766,0.003870995,3.29307723,2.000776145,16.05802209,29.20612945,0.414293656,45.34029766,0.417649959,1.426638558,3.150729471,0,1.985463012,0,-,0,Y
GA-SC-3,43337,38,GA,33.752997,-84.631173,293.28,0.250883392,0.238947,5.936534,4.123,8.087307692,118.1148954,187.3021676,0.13034246,43.07447324,43.43855862,26.26761023,11.7163506,0.043833375,43.64362303,2.133680286,31.47246829,1.236385321,145.7499847,10.58774185,-0.194516122,3.307180166,3.009721779,16.33351243,29.48121128,0.412000269,44.01287842,0.404444482,1.425944893,2.923669762,0,1.996616687,0,-,0,Y
GA-SC-4,43337,38,GA,33.751063,-84.633392,299.47,0.313676286,0.274448,6.448018,4.049,6.445749319,209.4323636,128.3132668,0.169202784,27.38704238,56.21548675,40.47205765,18.27736791,0.055476323,39.20453926,7.183143587,22.66849221,4.061155749,145.7499847,10.58774185,-0.194516122,3.307180166,2.646940905,15.98659947,29.36719011,0.411839655,44.77402346,0.4026037,1.43535146,2.977336224,0,1.998115025,8,monocytogenes,1,Y
GA-SC-5,43337,38,GA,33.75331,-84.635799,288.3,0.472834068,0.485734,10.355018,4.21,9.242856019,172.2294748,408.45098,0.262535028,30.3379067,108.0249025,145.8170952,83.12997256,0.069411493,67.67260492,8.25467183,32.11139507,7.450543562,145.7499847,10.58774185,-0.194516122,3.307180166,3.262475963,16.50992115,29.5077631,0.411876832,43.34804222,0.43035041,1.426874019,3.078789813,0,2.02390649,6,monocytogenes,1,Y
WA-SB-1,43340,2,WA,47.034006,-117.29502,1000.81,0.144284129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.42499924,1.348709702,-7.848063946,3.340793133,0.009864872,3.371687397,0.512343684,0.000419782,1.784492421,3.62691473,0.855725194,4.307800805,85.48310588,0.047645234,0,-,0,N
WA-SB-2,43340,2,WA,47.030315,-117.29778,1036.69,0.141097424,0.121226,1.35051,6.914,2.442594142,9.539722055,2034.751736,0,1.004726019,272.2446923,274.1878693,6.461564393,0.017904273,57.60918866,12.73336019,5.333219596,0.269941343,41.42499924,1.348709702,-7.848063946,3.340793133,0.010488821,3.300202644,0.536398307,0.000419553,1.463400308,3.078049415,1.806174979,5.669837088,84.08216523,0.052863658,0,-,0,Y
WA-SB-3,43340,2,WA,47.031071,-117.30293,934.38,0.130434783,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.42499924,1.348709702,-7.848063946,3.340793133,0.009444773,3.315115415,0.556192203,0.000419768,1.350602577,3.604545245,0.887808687,5.692259903,84.5307207,0.05289073,0,-,0,N
WA-SB-4,43340,2,WA,47.035698,-117.30093,918.69,0.158314351,0.270186,3.764908,6.476,6.388659987,10.20879668,2987.865872,0.067735217,2.019466308,363.7267819,397.6606985,10.39622263,0.038567945,42.67738317,15.76757494,10.27107615,1.635003905,41.42499924,1.348709702,-7.848063946,3.340793133,0.008395354,3.237038623,0.620206778,0.000419768,1.397196791,3.181209519,0.624194571,4.350052681,86.5334324,0.047853518,6,welshimeri,1,Y
WA-SB-5,43340,2,WA,47.038199,-117.29714,891.67,0.184597961,0.24217,3.127743,6.4,5.298503563,7.298107802,2716.735389,0,1.792600567,378.627831,399.2405576,9.122998068,0.023479289,62.99579511,10.65741729,7.485442554,0.811738512,41.42499924,1.348709702,-7.848063946,3.340793133,0.00755455,3.108907234,0.571627628,0.000419697,1.33358795,2.608837984,0.53490412,3.417594547,88.3687208,0.047845484,0,-,0,Y
IL-LW-1,43346,16,IL,40.2064904,-88.3843338,210.29,0.210843373,0.264224,5.587132,7.52,5.223156823,2.576353549,15694.1805,0.184488864,7.271378785,107.8795682,215.7099656,92.86949127,0.064158068,49.74826791,14.900249,15.84527255,3.533728809,46.15000534,-0.238064408,-9.248386383,4.036493301,1.031157192,7.996767795,7.921629535,0.053730153,6.26187153,0.013852305,0.128238763,3.606006863,69.64959965,3.337146215,0,-,0,Y
IL-LW-2,43346,16,IL,40.2082557,-88.3797935,214.2,0.21563981,0.328804,5.057935,6.722,6.466329255,2.846694995,3573.551908,0.058294514,1.297819977,146.644862,590.145027,24.37991132,0.039149369,30.2168899,11.40833872,9.001941171,1.871069821,46.15000534,-0.238064408,-9.248386383,4.036493301,1.194196499,8.144042345,8.300400234,0.053518472,6.0952293,0.015950603,0.134320872,3.624564769,69.73834714,2.699429766,6,seeligeri,1,Y
IL-LW-3,43346,16,IL,40.2099663,-88.375619,215.65,0.279448622,0.341205,5.272157,7.075,6.94112922,2.517983351,4413.674481,0.110848754,2.755427682,162.7187857,551.5690304,29.24597342,0.042804741,32.23454278,14.16224801,9.974702325,1.993725076,46.15000534,-0.238064408,-9.248386383,4.036493301,1.11421022,8.095810746,8.435803316,0.043023751,6.503722079,0.015950269,0.140404339,3.654500389,69.65860129,2.337973602,4,monocytogenes,1,Y
IL-LW-4,43346,16,IL,40.2116662,-88.37309,218.11,0.274459975,0.382499,5.590983,7.231,6.875740181,3.250336536,4288.026378,0.074421013,1.711207148,198.239389,557.9242851,45.46119212,0.045709643,33.40327396,17.64992162,11.62439076,2.299718803,47.95000458,-0.400967717,-9.319354057,4.038077354,1.098905711,7.923368271,8.948621909,0.042386663,6.132846516,0.015947457,0.143107446,3.732334519,69.56679572,2.395685793,6,seeligeri,2,Y
IL-LW-5,43346,16,IL,40.2115704,-88.370539,220.21,0.29375,0.365241,5.249675,7.462,5.663886967,2.40528121,15205.7504,0.138121265,4.47874285,202.8055473,289.5810189,99.22874401,0.064292323,67.23270438,35.45824283,17.19137477,2.357643747,47.95000458,-0.400967717,-9.319354057,4.038077354,1.042259138,7.806029824,9.396283043,0.0379881,5.886266567,0.013852014,0.141458449,3.772784989,69.74468219,2.158395685,0,-,0,Y
MI-MS-1,43346,17,MI,42.4308312,-83.54423,294.22,0.209467456,0.151635,2.244636,6.055,3.283366067,14.69966186,1293.387289,0.082951173,3.375419731,67.90572024,179.6856809,25.25970319,0.036246513,26.52866714,8.094270459,7.380470365,1.844246079,44.89999771,-1.895161271,-10.80064487,4.469944954,1.366913269,21.17403851,32.65459888,0.783881631,16.07303636,0.039456425,0.409675219,8.464872239,7.358833097,11.67469437,6,monocytogenes,1,Y
MI-MS-2,43346,17,MI,42.4277219,-83.541114,292.42,0.21945433,0.183213,2.404576,6.546,3.385548456,11.59925628,1809.366503,0.099021913,2.486501763,95.76470765,195.6319785,19.08570982,0.035481199,23.47613111,7.019919432,12.47366542,1.02661316,44.89999771,-1.895161271,-10.80064487,4.469944954,1.271237132,21.13544542,33.49249158,0.67056342,16.72966535,0.039457253,0.406115874,8.252022709,6.850660594,11.15234068,8,monocytogenes,2,Y
MI-MS-3,43346,17,MI,42.4260792,-83.5368627,293.63,0.162011173,0.183298,2.481258,6.206,3.454210526,10.32363941,1486.302464,0.087645855,1.873114768,84.34765761,203.3218391,16.55625653,0.034454458,23.95077064,8.860669192,8.388605886,1.048193138,44.89999771,-1.895161271,-10.80064487,4.469944954,1.250870992,21.20184357,34.68144765,0.624805863,16.32407633,0.039457004,0.398557721,8.23035335,6.273034076,10.97555345,6,seeligeri,1,Y
MI-MS-4,43346,17,MI,42.433791,-83.5321963,296.13,0.272058824,0.193222,2.274901,5.917,3.874525175,21.42175886,1314.544509,0.119832639,3.995692808,158.3172442,162.263441,28.41005783,0.040471427,30.88900251,5.569798721,10.56983418,2.106467992,44.89999771,-1.895161271,-10.80064487,4.469944954,1.523915462,21.16292736,36.11895817,0.719457678,14.47457343,0.039246962,0.408000504,8.199257036,6.56599576,10.78766764,6,seeligeri,1,Y
MI-MS-5,43346,17,MI,42.4281525,-83.531112,287.88,0.179372197,0.175187,2.316219,6.02,3.139565217,18.32250401,1197.088833,0.091185756,3.643105084,71.02965685,163.7637458,20.75852872,0.031625347,23.93641979,5.283813812,6.969083726,1.462225903,44.89999771,-1.895161271,-10.80064487,4.469944954,1.305685821,20.95415825,36.08290055,0.617996633,16.54736365,0.039254542,0.403041282,7.53603231,5.618647377,10.89491958,8,monocytogenes,1,Y
NY-CB-1,43352,18,NY,43.283474,-76.923134,78.73,0.401106501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.87448373,2.762794038,0.549493236,0.10057595,19.86784446,0.461305556,0.194222867,4.081199856,12.22722186,5.880858444,0,-,0,N
NY-CB-2,43352,18,NY,43.283034,-76.919118,82.77,0.255583127,0.223009,2.802381,5.823,4.599234973,56.70615527,1136.135198,0.225513772,16.95566735,172.9080034,181.330405,5.033618806,0.025449986,24.00322177,3.63989588,7.194676249,0.524040617,-,-,-,-,51.68846436,2.830481789,0.501941849,0.158496904,21.50561562,0.316154088,0.208670096,4.275847591,12.54434764,5.969980057,0,-,0,Y
NY-CB-3,43352,18,NY,43.290695,-76.905758,76.05,0.463726885,0.257002,3.027462,6.653,5.060443473,21.28164477,2236.183302,0.081625546,10.55298066,68.71576809,226.6020955,15.97297808,0.025883756,36.00196114,4.938956977,11.39058513,0.450570977,-,-,-,-,56.20316525,3.020710084,0.613624349,0.293490757,17.60776712,0.370692042,0.248596531,3.492519028,11.23320662,6.916228214,0,-,0,Y
NY-CB-4,43352,18,NY,43.288986,-76.908116,118.3,0.206621005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.73315285,2.744653613,0.479548364,0.438414237,19.09798737,0.307876346,0.236521228,3.572372977,11.64200718,6.747465844,0,-,0,N
NY-CB-5,43352,18,NY,43.284536,-76.909214,118.27,0.243697479,0.374643,6.315361,5.145,8.798117359,96.53089951,1621.517207,0.106602851,20.06213419,82.92609648,173.082193,66.84259911,0.04762702,34.64426456,13.67066412,16.12167496,2.864363994,-,-,-,-,49.93451871,2.941620914,0.493418291,0.279974479,21.63568898,0.319641028,0.211554929,4.18450612,12.45886432,7.540212227,6,"monocytogenes, seeligeri",2,Y
ND-KS-1,43350,6,ND,47.9479395,-97.3043877,259.2,0.585735964,0.475187,5.710814,8.188,7.490271103,1.473835449,12705.98049,0.171864608,0.689515666,390.6585409,3053.215483,87.65866487,0.053573756,274.2976292,21.96463982,8052.564074,0.37544488,9.949999809,-11.1441946,-21.93838692,3.605402708,1.525714693,4.651436103,2.5853204,0.02959089,0.958451032,0.002308509,0.02581333,35.68808264,47.14836159,7.384920818,6,"seeligeri, welshimeri",2,Y
ND-KS-2,43350,6,ND,47.965549,-97.302968,257.66,0.304668305,0.228148,4.523186,7.764,4.03448737,2.082424875,33632.4003,0.164334759,0.803627193,426.3637881,1084.285936,14.9126665,0.076187314,68.70265527,13.89605533,68.0442096,0.317177578,9.949999809,-11.1441946,-21.93838692,3.605402708,1.731161965,4.510508078,2.410991451,0.044706292,0.828430683,0.004197774,0.049323844,36.93957095,45.19533291,8.285776053,6,welshimeri,2,Y
ND-KS-3,43350,6,ND,47.957088,-97.300913,261.44,0.383289125,0.420541,4.951172,7.383,7.423333333,2.380724771,6195.345694,0.074252717,0.606610148,722.4661556,834.5834986,13.44021497,0.041361934,47.72523561,22.06682839,15.10202768,0.308747434,9.949999809,-11.1441946,-21.93838692,3.605402708,1.684460012,4.26243262,2.485475177,0.047612056,0.849885689,0.002307192,0.038383288,36.67890178,44.72282233,9.227719865,6,welshimeri,3,Y
ND-KS-4,43350,6,ND,47.9620441,-97.3027543,258.6,0.41127923,0.353491,5.245445,7.586,6.740338983,2.694179559,5440.767171,0.095570399,0.813669209,504.7730366,1092.247961,10.32075403,0.043681239,43.184518,17.39018044,14.79053349,0.594791296,9.949999809,-11.1441946,-21.93838692,3.605402708,1.678397742,4.471597638,2.487883955,0.045566409,0.854212688,0.002519801,0.043886542,37.10974575,43.9911135,9.315075972,6,welshimeri,4,Y
ND-KS-5,43350,6,ND,47.9657351,-97.3045973,255.07,0.578783151,0.709167,8.202829,7.478,10.57474934,0.911059498,8581.950405,0.088763788,0.760114423,495.4516904,1691.688564,23.11604911,0.046687783,548.7705899,70.10784721,295.3823613,0.62927463,9.949999809,-11.1441946,-21.93838692,3.605402708,1.654434527,4.530543972,2.409560168,0.043024112,0.834248033,0.004197474,0.048900577,36.75917201,45.4070186,8.308900535,0,-,0,Y
CA-WM-1,43354,22,CA,37.384867,-118.175881,3060.79,0.091991342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0499878,-4.044516087,-17.27257729,2.512119532,0.00020992,1.010137057,0.171295062,1.398069992,27.29112393,67.81311205,2.281205195,0,0,0.03484679,0,-,0,N
CA-WM-2,43354,22,CA,37.384472,-118.171941,3120.59,0.044354839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0499878,-4.044516087,-17.27257729,2.512119532,0.000209878,0.857560214,0.165383614,1.276895825,27.23016026,67.96720871,2.4677418,0,0,0.034839695,0,-,0,N
CA-WM-3,43354,22,CA,37.379008,-118.171706,3096.51,0.130625686,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0499878,-4.044516087,-17.27257729,2.512119532,0.00020988,0.85589197,0.163077013,1.064722895,27.48005087,68.20900722,2.192200008,0,0,0.034840134,0,-,0,N
CA-WM-4,43354,22,CA,37.378286,-118.163602,3001.46,0.066321244,0.042179,10.459538,7.962,0.838481848,1.922052518,4674.908868,0,1.072705484,17.79904573,41.34698144,7.397896976,0,18.54055597,2.875129468,3.265936753,0,218.0499878,-4.044516087,-17.27257729,2.512119532,0.000209916,0.768292606,0.162474994,0.977578871,26.7038358,69.45847966,1.894282098,0,0,0.034846058,0,-,0,Y
CA-WM-5,43354,22,CA,37.38462,-118.164183,2932.79,0.018181818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0499878,-4.044516087,-17.27257729,2.512119532,0.000210015,0.735053218,0.154361176,1.0704475,27.04617814,69.08240157,1.876485858,0,0,0.034862524,0,-,0,N
NV-LM-1,43352,23,NV,35.710048,-114.721725,285.76,0.009737098,0.015815,0.865046,8.787,0.370428878,9.238889202,8138.852459,0.097170302,0.803502306,112.3515915,101.1984737,9.591091387,0.041239695,23.21380108,22.0900778,12.94698619,0.135956644,44.90000153,15.68484116,5.232903957,3.229580402,3.687527677,0.587653813,0.322789845,4.502267714,0.000419753,75.93389734,14.8647032,0,0,0.100740654,0,-,0,Y
NV-LM-2,43352,23,NV,35.710156,-114.728973,326.59,0.014028056,0.033253,1.462741,8.807,0.626924254,9.733402624,12375.55911,0.139256235,0.518363274,108.1515831,117.899805,5.410605841,0.053509572,33.90548103,31.57321749,25.36605,0.04959772,44.90000153,15.68484116,5.232903957,3.229580402,3.490185297,0.478300198,0.327821373,4.931801821,0.000419746,77.04284974,13.63270994,0,0,0.095911887,0,-,0,Y
NV-LM-3,43352,23,NV,35.709173,-114.73877,378.84,0.031729785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.90000153,15.68484116,5.232903957,3.229580402,3.212468527,0.433634953,0.349217882,4.474734727,0.000419985,78.94403064,12.49750634,0,0,0.087986947,0,-,0,N
NV-LM-4,43352,23,NV,35.711453,-114.750861,444.93,0.020222447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.04999924,13.26806545,3.086451292,3.232874393,2.649720988,0.336409215,0.35823489,2.419502081,0.000209862,83.0859407,11.08429538,0,0,0.06568689,0,-,0,N
NV-LM-5,43352,23,NV,35.711841,-114.762468,491.62,0.013972056,0.038317,1.208314,8.602,1.010434958,12.5575123,13654.81552,0.139560129,0.634045737,189.196542,137.765569,9.548981287,0.056536802,32.8753047,31.01641573,21.15258607,0.105281673,53.04999924,13.26806545,3.086451292,3.232874393,2.025365845,0.418498691,0.406751359,1.91963986,0.000209774,86.01606028,9.16354803,0,0,0.04992616,0,-,0,Y
ID-BN-1,43358,10,ID,43.8155944,-115.6804337,1568.75,0.297101449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.27500153,-2.437742472,-14.19967747,3.00159049,0.016370528,0.329719224,0.02917312,0.022876764,56.80027536,40.276536,2.502172243,0,0,0.022876764,0,-,0,N
ID-BN-2,43358,10,ID,43.8210191,-115.6744148,1586.65,0.056722689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.27500153,-2.437742472,-14.19967747,3.00159049,0.016160175,0.341882136,0.027913029,0.02014775,51.67205339,45.4432505,2.455926797,0,0,0.022666219,0,-,0,N
ID-BN-3,43358,10,ID,43.8253334,-115.7731261,1304.54,0.023880597,0.119499,2.059506,6.231,1.843220897,10.14567544,827.7953081,0.025060932,2.675484799,134.4098157,94.06044425,15.9403093,0.02099528,26.44862182,8.303426931,3.704952322,1.971428241,44.65000153,-0.886774242,-12.32516098,3.022860765,0.002939213,0.989884909,0.315335553,0.031491567,70.4716177,27.80810299,0.311556565,0,0.000419888,0.068651615,0,-,0,Y
ID-BN-4,43358,10,ID,43.8007829,-115.7472066,1505.42,0.022357724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,-3.392903566,-15.18774128,3.028597116,0.002939435,0.505372867,0.190013479,0.024775238,68.73133984,29.94990363,0.552193868,0,0.00020996,0.043251687,0,-,0,N
ID-BN-5,43358,10,ID,43.8070861,-115.7502332,1472.04,0.042051282,0.243321,4.872904,5.741,4.181764706,22.90170858,1675.240703,0.033149874,5.864094251,231.950455,196.3814299,32.03595894,0.030150599,39.99532252,11.77444047,6.132410907,2.714658936,62.90000153,-2.172580481,-13.76451588,3.039232016,0.002938343,0.555766603,0.206943305,0.041346685,69.32013038,29.42204891,0.401923355,0,0.000209882,0.048692542,0,-,0,Y
MT-BC-1,43359,4,MT,45.096907,-108.29226,1617.3,0.047861507,0.456474,8.580585,7.706,7.828494088,3.817125197,9397.303076,0,1.461881508,353.0888461,848.257432,11.61747633,0,32.81808286,44.04027757,17.22748762,0.369570809,8.650000572,-2.192903042,-17.7590332,4.617725849,1.008178333,0,0,0.025813059,26.72491044,58.55996709,13.58459443,0,0.000419725,0.096116918,0,-,0,Y
MT-BC-2,43359,4,MT,45.091732,-108.287061,1477.95,0.67804878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.650000572,-2.192903042,-17.7590332,4.617725849,1.087186935,0,0,0.03693917,23.23662687,61.55786752,13.97203117,0,0.004407515,0.104940824,0,-,0,N
MT-BC-3,43359,4,MT,45.090306,-108.274376,1360.21,0.031527094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.650000572,-2.192903042,-17.7590332,4.617725849,1.383674198,0,0,0.017838967,19.76515525,65.95758523,12.77689749,0,0,0.098848862,0,-,0,N
MT-BC-4,43359,4,MT,45.076236,-108.25252,1232.91,0.024340771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.650000572,-2.192903042,-17.7590332,4.617725849,1.794597318,0,0,0.054152761,12.31429591,68.86657012,16.91077388,0,0,0.059610016,0,-,0,N
MT-BC-5,43359,4,MT,45.07529,-108.244948,1233.5,0.023976024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.699999809,0.381290138,-15.18290329,4.619793892,1.901415251,0,0,0.04219303,11.02686499,70.18338224,16.78400947,0,0,0.062135009,0,-,0,N
ID-BD-1,43365,10,ID,42.9013974,-115.6923129,762.84,0.014880952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.52499771,3.236128807,-9.531935692,3.222777843,3.687717545,0.837850434,0.55464817,0.082714375,0,21.19356423,51.95071567,1.843648838,17.14433868,2.704802052,0,-,0,N
ID-BD-2,43365,10,ID,42.8971761,-115.6914177,761.24,0.210965435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.52499771,3.236128807,-9.531935692,3.222777843,4.106130125,0.757712506,0.477505804,0.082277923,0,21.5179857,52.09976618,1.999017702,16.19174954,2.767854519,0,-,0,N
ID-BD-3,43365,10,ID,42.8962106,-115.6861351,760.47,0.006937562,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.22499657,2.806773663,-9.934840202,3.210876942,3.412973584,0.728501437,0.375485895,0.07581119,0,20.96273912,54.20437101,1.751427497,16.11754305,2.371147227,0,-,0,N
ID-BD-4,43365,10,ID,42.8932653,-115.643763,886.44,0.008645533,0.032008,0.277779,7.852,0.514680851,14.42534926,1376.658976,0.047402368,0.489897076,301.7769256,151.0047225,5.526718607,0.019984686,28.31672079,17.46833081,3.101220295,0.099868975,20.22499657,2.806773663,-9.934840202,3.210876942,1.450087522,0.67267774,0.198760006,0.039038396,0,11.42670646,70.20278978,0.508758453,14.57454445,0.926637199,0,-,0,Y
ID-BD-5,43365,10,ID,42.919336,-115.7187239,777.09,0.013944223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.52499771,3.236128807,-9.531935692,3.222777843,3.551529696,1.504103244,0.552972964,0.260753184,0,22.24583382,42.87638243,2.197836776,23.41093695,3.399650931,0,-,0,N
ID-MN-1,43365,10,ID,43.3641612,-116.4142643,913.66,0.027217742,0.172617,1.825235,7.484,3.118126233,21.37649524,5083.774455,0.086854811,0.942685168,635.7083946,476.8523658,18.69708789,0.039724294,134.1080183,37.26423022,20.2655242,0.272085228,42.79999924,1.863225818,-9.593226433,3.241741657,0.233519743,1.522918325,0.253889721,0.00881999,0,10.50880844,70.65211228,0.964108939,15.85519256,0.000629999,0,-,0,Y
ID-MN-2,43365,10,ID,43.3449426,-116.4143059,890.32,0.039918117,0.106822,1.415293,8.305,2.132459547,30.48854435,10580.66123,0.15821196,0.770434117,655.672666,457.8761991,12.41189989,0.051161504,114.0432292,23.17903271,17.47114579,0.131388065,42.79999924,1.863225818,-9.593226433,3.241741657,0.448345741,1.307657577,0.232047796,0.003569966,0,13.36007308,72.29265322,0.82529216,11.52889048,0.001469986,0,-,0,Y
ID-MN-3,43365,10,ID,43.3311121,-116.4133098,878.27,0.019704433,0.12224,1.218076,8.202,2.205325602,29.02486726,4495.72877,0.102177226,0.677239641,618.8931606,426.3885014,15.87585126,0.031016234,210.4311434,29.88861923,17.30678193,0.198303346,42.79999924,1.863225818,-9.593226433,3.241741657,0.617913618,1.326919121,0.183443105,0.001049446,0,19.41201657,67.9721771,0.732722976,9.751659174,0.002098891,0,-,0,Y
ID-MN-4,43365,10,ID,43.2519444,-116.3856555,703.67,0.125695217,0.050583,1.120923,8.407,0.790242915,7.119662818,10626.62007,0.077699798,1.31489757,572.1545095,264.3410952,19.99252502,0.048534453,92.47839548,64.465943,22.28366392,0.164302366,39.70000076,2.421612978,-9.339033127,3.256903172,1.962392546,0.728109516,0.091878988,0,0,37.01695356,53.82682279,0.200749296,6.092751629,0.080341672,0,-,0,Y
ID-MN-5,43365,10,ID,43.2548657,-116.3885992,708.45,0.025615764,0.09289,0.961488,7.88,1.334404714,8.716011079,2687.989903,0.053431035,0.655699461,410.6786754,214.5421752,11.87668134,0.021991904,43.59662676,82.10816776,8.706347031,0.182130135,39.70000076,2.421612978,-9.339033127,3.256903172,1.797087212,0.726307879,0.084595975,0,0,36.96382315,54.19138423,0.203618105,5.953415536,0.079767917,0,-,0,Y
ND-ER-1,43365,5,ND,47.213561,-103.742933,697.21,0.19630485,0.256321,5.618279,7.818,4.185584416,2.304410903,25198.21532,0.132513829,1.307897738,248.7284573,657.3878091,30.14327378,0.096794704,41.94649605,7.719136883,20.79476703,0.268879271,5.850000381,-5.116452217,-17.19322586,3.974283457,0.059607139,0.086682212,0.025395999,0.044915238,7.030284204,50.83103685,41.55079305,0,0.04449547,0.326789841,0,-,0,Y
ND-ER-2,43365,5,ND,47.215188,-103.743415,705.15,0.246041413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.850000381,-5.116452217,-17.19322586,3.974283457,0.059397753,0.089621345,0.025815985,0.046174932,7.144521239,50.31745265,41.93775199,0,0.049323222,0.329940875,0,-,0,N
ND-ER-3,43365,5,ND,47.215672,-103.748895,697.57,0.148148148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.850000381,-5.116452217,-17.19322586,3.974283457,0.042183909,0.088565222,0.030221308,0.04344313,6.862125775,50.30777464,42.28149889,0,0.067158462,0.277028658,0,-,0,N
ND-ER-4,43365,5,ND,47.211058,-103.743166,694.07,0.192941176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.850000381,-5.116452217,-17.19322586,3.974283457,0.057722299,0.086688398,0.025187912,0.041979854,6.839357792,51.41188744,41.18286634,0,0.041560055,0.312749911,0,-,0,N
